EventId,EventTemplate,Occurrences
E105,"('disable', 'all', 'access', 'to', 'cache', 'directory..', '..', '<*>')",48
E106,"('uncorrectable', 'error', 'detected', 'in', 'directory', '<*>', '..', '<*>')",94
E107,"('uncorrectable', 'error', 'detected', 'in', 'EDRAM', 'bank', '<*>', '<*>')",94
E108,"('memory', 'manager', '/', 'command', 'manager', 'address', 'parity..', '<*>')",47
E109,"('qw', 'trapped..', '..', '..', '..', '..', '..', '<*>')",47
E110,"('Can', 'not', 'get', 'assembly', 'information', 'for', 'node', 'card')",17305
E111,"('ciod:', 'sendMsgToDebugger:', 'error', 'sending', 'PROGRAM_EXITED', 'message', 'to', 'debugger.')",3
E112,"('program', 'interrupt:', 'trap', 'instruction..', '..', '..', '..', '<*>')",9824
E113,"('NodeCard', 'temperature', 'sensor', 'chip', '<*>', 'is', 'not', 'accessible')",5
E114,"('MidplaneSwitchController::parityAlignment(', ')', 'pap', 'failed:', '<*>', 'status=', '<*>', '<*>')",12
E115,"('mmcs_server', 'exited', 'abnormally', 'due', 'to', 'signal:', 'Segmentation', 'fault')",3
E116,"('While', 'inserting', 'monitor', 'info', 'into', 'DB', 'caught', 'java.lang.NullPointerException')",2
E117,"('Added', '<*>', 'subnets', 'and', '<*>', 'addresses', 'to', 'DB')",1
E118,"('MidplaneSwitchController::receiveTrain(', ')', 'iap', 'failed:', '<*>', 'status=', '<*>', '<*>')",166
E119,"('ciod:', 'generated', '<*>', 'core', 'files', 'for', 'program', '<*>')",62456
E120,"('Lustre', 'mount', 'FAILED', ':', '<*>', ':', 'point', '/p/gb1')",26426
E121,"('EndServiceAction', '<*>', 'was', 'performed', 'upon', '<*>', 'by', '<*>')",4
E122,"('MidplaneSwitchController::parityAlignment(', ')', 'pap', 'failed:', '<*>', 'status=', 'ff7ffffc', '<*>')",2
E123,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",479
E124,"('<*>', '<*>', '<*>', '0x1eeeeeee', '<*>', '<*>', '<*>', '<*>')",68
E125,"('lr=', '<*>', 'cr=', '<*>', 'xer=', '<*>', 'ctr=', '<*>')",68
E126,"('msr=', '<*>', 'dear=', '<*>', 'esr=', '<*>', 'fpscr=', '<*>')",68
E127,"('invalid', 'operation', 'exception', '(', 'int', 'cnvt)', '..', '<*>')",68
E128,"('generating', '<*>')",1706751
E129,"('<*>', '<*>')",141
E130,"('Starting', 'SystemController')",71
E131,"('program', 'interrupt')",3667
E132,"('shutdown', 'complete')",99
E133,"('max=', '<*>')",130
E134,"('ax=', '<*>')",13
E135,"('x=', '<*>')",2
E136,"('Microloader', 'Assertion')",1504
E137,"('kernel', 'panic')",18
E138,"('<*>', 'ddr', 'errors(', 's)', 'detected', 'and', 'corrected', 'on', 'rank', '<*>', 'symbol', '<*>', 'bit', '<*>')",33939
E139,"('ciod:', 'Error', 'loading', '<*>', 'invalid', 'or', 'missing', 'program', 'image,', 'No', 'such', 'file', 'or', 'directory')",46384
E140,"('ciod:', 'failed', 'to', 'read', 'message', 'prefix', 'on', 'control', 'stream', '(', 'CioStream', 'socket', 'to', '<*>')",5983
E141,"('summary..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",244
E142,"('tlb', 'error..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",296
E143,"('<*>', 'torus', 'receiver', '<*>', 'input', 'pipe', 'error(', 's)', '(', 'dcr', '<*>', 'detected', 'and', 'corrected')",10487
E144,"('start', 'prefetching..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",48
E145,"('parity', 'error', 'in', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",94
E146,"('command', 'manager', 'unit', 'summary..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",47
E147,"('memory', 'manager', 'address', 'error..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",47
E148,"('EndServiceAction', 'is', 'restarting', 'the', '<*>', 'in', 'midplane', '<*>', 'as', 'part', 'of', 'Service', 'Action', '<*>')",537
E149,"('machine', 'check:', 'i-fetch..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",18017
E150,"('auxiliary', 'processor..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",8419
E151,"('critical', 'input', 'interrupt', '(', 'unit=', '<*>', 'bit=', '<*>', ':', 'warning', 'for', '<*>', '<*>', 'wire')",7682
E152,"('New', 'ido', 'chip', 'inserted', 'into', 'the', 'database:', '<*>', 'ip=', '<*>', 'v=', '<*>', 't=', '<*>')",3455
E153,"('ciod:', 'Error', 'opening', 'node', 'map', 'file', '/home/williams/miranda/src/res-apc-strong2-bgl-8192-8Kmap-15:16:17Tue19Jul05/..', '/..', '/sles_9_ppc64/mapfile/8k_64x128x1_8x4x2.map,', 'No', 'such', 'file', 'or', 'directory')",128
E154,"('DeclareServiceNetworkCharacteristics', 'has', 'been', 'run', 'with', 'the', 'force', 'option', 'but', 'the', 'DB', 'is', 'not', 'empty')",1
E155,"('mmcs_db_server', 'has', 'been', 'started:', './mmcs_db_server', '--useDatabase', 'BGL', '--dbproperties', 'serverdb.properties', '--iolog', '/bgl/BlueLight/logs/BGL', '--reconnect-blocks', 'all', '--no-reconnect-blocks')",2
E156,"('rts', 'assertion', 'failed:', '`personality->version', '=', '=', ""BGLPERSONALITY_VERSION'"", 'in', '`void', 'start(', ')', ""'"", 'at', 'start.cc:131')",2
E157,"('<*>', 'DCACHE', 'summary', 'averages:', '#ofDirtyLines:', '<*>', 'out', 'of', '<*>', '#ofDirtyDblWord:', '<*>', 'out', 'of', '<*>')",3149
E158,"('<*>', '<*>', '<*>', 'error(', 's)', '(', 'dcr', '<*>', 'detected', 'and', 'corrected', 'over', '<*>', 'seconds')",1515
E159,"('exception', 'summary..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E160,"('inexact', 'exception..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E161,"('fraction', '<*>', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",136
E162,"('ciod:', 'Error', 'reading', 'message', 'prefix', 'on', 'CioStream', 'socket', 'to', '<*>', 'Link', 'has', 'been', 'severed')",26546
E163,"('ciod:', 'Error', 'reading', 'message', 'prefix', 'on', 'CioStream', 'socket', 'to', '<*>', 'Connection', 'reset', 'by', 'peer')",2256
E164,"('monitor', 'caught', 'java.lang.IllegalStateException:', 'while', 'executing', '<*>', 'Operation', 'caught', 'java.net.SocketException:', 'Broken', 'pipe', 'and', 'is', 'stopping')",190
E165,"('machine', 'check', 'interrupt', '(', 'bit=', '<*>', ':', '<*>', 'dcache', 'unit', '<*>', '<*>', 'parity', 'error')",23
E166,"('<*>', '<*>', '<*>', 'error(', 's)', '(', 'dcr', '<*>', 'detected', 'and', 'corrected')",5040
E167,"('data', '<*>', 'plb', 'error..', '..', '..', '..', '..', '..', '..', '<*>')",593
E168,"('wait', 'state', 'enable..', '..', '..', '..', '..', '..', '..', '..', '<*>')",6745
E169,"('problem', 'state', '(', '<*>', 'sup,', '<*>', 'usr)', '..', '..', '..', '<*>')",6546
E170,"('debug', 'wait', 'enable..', '..', '..', '..', '..', '..', '..', '..', '<*>')",6524
E171,"('data', 'address', 'space..', '..', '..', '..', '..', '..', '..', '..', '<*>')",6503
E172,"('icache', 'prefetch', 'threshold..', '..', '..', '..', '..', '..', '..', '..', '<*>')",2388
E173,"('ciod:', 'for', 'node', '<*>', 'read', 'continuation', 'request', 'but', 'ioState', 'is', '<*>')",395
E174,"('machine', 'check', 'interrupt', '(', 'bit=', '<*>', ':', '<*>', 'major', 'internal', 'error')",57
E175,"('prefetch', 'depth', 'for', 'PLB', 'slave..', '..', '..', '..', '..', '..', '<*>')",48
E176,"('number', 'of', 'lines', 'with', 'parity', 'errors', 'written', 'to', '<*>', 'EDRAMs..', '<*>')",47
E177,"('memory', 'manager', 'uncorrectable', 'error..', '..', '..', '..', '..', '..', '..', '<*>')",47
E178,"('machine', 'check', 'interrupt', '(', 'bit=', '<*>', ':', '<*>', 'DCU', 'read', 'error')",3
E179,"('<*>', 'correctable', 'errors', 'exceeds', 'threshold', '(', 'iar', '<*>', 'lr', '<*>', '')",26
E180,"('program', 'interrupt:', 'fp', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",16204
E181,"('BGLMaster', 'has', 'been', 'started:', './BGLMaster', '--consoleip', '<*>', '--consoleport', '<*>', '--configfile', 'bglmaster.init')",6
E182,"('ciod:', 'Unexpected', 'eof', 'at', 'line', '<*>', 'of', 'node', 'map', 'file', '<*>')",328
E183,"('ciod:', 'Error', 'creating', 'node', 'map', 'from', '<*>', '<*>', '<*>', '<*>', '<*>')",5080
E184,"('ciod:', 'Error', 'loading', '<*>', 'program', 'image', 'too', 'big,', '<*>', '>', '<*>')",1512
E185,"('While', 'initializing', 'node', 'card,', 'ido', 'with', 'LP', 'of', '<*>', 'caught', 'java.lang.NullPointerException')",1
E186,"('machine', 'check', 'interrupt', '(', 'bit=', '<*>', ':', 'Torus/Tree/GI', 'read', 'error', '<*>')",2
E187,"('PrepareForService', 'is', 'being', 'done', 'on', 'this', 'rack', '(', '<*>', 'by', '<*>')",30
E188,"('monitor', 'caught', 'java.lang.UnsupportedOperationException:', 'power', 'module', '<*>', 'not', 'present', 'and', 'is', 'stopping')",2
E189,"('Found', 'invalid', 'node', 'ecid', 'in', 'processor', 'card', 'slot', '<*>', 'ecid', '<*>')",5558
E190,"('ciod:', 'Error', 'loading', '<*>', 'invalid', 'or', 'missing', 'program', 'image,', 'Permission', 'denied')",43040
E191,"('enabled', 'exception', 'summary..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E192,"('minus', 'denormalized', 'number..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E193,"('plus', 'denormalized', 'number..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E194,"('enable', 'inexact', 'exceptions..', '..', '..', '..', '..', '..', '..', '..', '<*>')",68
E195,"('Power', 'Good', 'signal', 'deactivated:', '<*>', 'A', 'service', 'action', 'may', 'be', 'required.')",94
E196,"('ciod:', 'for', 'node', '<*>', 'incomplete', 'data', 'written', 'to', 'core', 'file', '<*>')",38
E197,"('CE', 'sym', '<*>', 'at', '<*>', 'mask', '<*>')",201206
E198,"('d-cache', 'search', 'parity', 'error..', '..', '..', '<*>')",294
E199,"('instruction', 'address', 'space..', '..', '..', '..', '<*>')",6506
E200,"('ciod:', 'LOGIN', 'chdir(', '<*>', 'failed:', 'Permission', 'denied')",440
E201,"('max', 'number', 'of', 'outstanding', 'prefetches..', '..', '<*>')",48
E202,"('capture', 'first', '<*>', '<*>', 'error', 'address..', '<*>')",283
E203,"('<*>', '<*>', '<*>', '<*>', 'external', 'DDR..', '<*>')",47
E204,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",47
E205,"('miscompare..', '..', '..', '..', '..', '..', '<*>')",47
E206,"('EndServiceAction', '<*>', 'performed', 'upon', '<*>', 'by', '<*>')",231
E207,"('program', 'interrupt:', 'illegal', 'instruction..', '..', '..', '<*>')",13920
E208,"('program', 'interrupt:', 'imprecise', 'exception..', '..', '..', '<*>')",8102
E209,"('SerialNumber(', '<*>', 'IpAddress(', '<*>', 'Status(', 'A)', '')",64
E210,"('<*>', 'power', 'module', '<*>', 'is', 'not', 'accessible')",549
E211,"('Target=', '<*>', 'Message=', 'Pll', 'failed', 'to', 'lock')",3
E212,"('Target=', '<*>', 'Message=', 'Invalid', 'JtagId', '=', 'ffffffff')",63
E213,"('<*>', 'exited', 'normally', 'with', 'exit', 'code', '<*>')",12
E214,"('e', 'error', 'threshold,', 'consider', 'replacing', 'the', 'card')",1
E215,"('this', 'link', 'card', 'is', 'not', 'fully', 'functional')",22
E216,"('<*>', 'exited', 'abnormally', 'due', 'to', 'signal:', 'Aborted')",34
E217,"('ciod:', 'LOGIN', 'open(', '/bgl/apps/scaletest/performance/linpack-64x512/)', 'failed:', 'Permission', 'denied')",32
E218,"('ddr:', 'redundant', 'bit', 'steering', 'failed,', 'sequencer', 'timeout')",1
E219,"('EndServiceAction', '<*>', 'performed', 'upon', '<*>', 'by', 'cupps')",1
E220,"('EndServiceAction', '<*>', 'performed', 'upon', '<*>', 'by', 'bertsch2')",1
E221,"('<*>', 'PGOOD', 'error', 'latched', 'on', 'link', 'card')",353
E222,"('Floating', 'Point', 'Status', 'and', 'Control', 'Register:', '<*>')",68
E223,"('invalid', 'operation', 'exception', '<*>', '<*>', '<*>', '<*>')",136
E224,"('enable', 'invalid', 'operation', 'exceptions..', '..', '..', '<*>')",68
E225,"('enable', 'divide-by-zero', 'exceptions..', '..', '..', '..', '<*>')",68
E226,"('ciod:', 'LOGIN', 'chdir(', '/p/gb1/stella/RAPTOR/2183)', 'failed:', 'Input/output', 'error')",816
E227,"('total', 'of', '<*>', 'ddr', 'error(', 's)', 'detected', 'and', 'corrected')",28485
E228,"('ddr:', 'activating', 'redundant', 'bit', 'steering:', 'rank=', '<*>', 'symbol=', '<*>')",1314
E229,"('instruction', 'plb', 'error..', '..', '..', '..', '..', '..', '<*>')",298
E230,"('floating', 'pt', 'ex', 'mode', '<*>', 'enable..', '..', '..', '<*>')",13044
E231,"('debug', 'interrupt', 'enable..', '..', '..', '..', '..', '..', '<*>')",6521
E232,"('guaranteed', 'data', 'cache', 'block', 'touch..', '..', '..', '..', '<*>')",2389
E233,"('ciod:', 'Message', 'code', '<*>', 'is', 'not', '<*>', 'or', '<*>')",2278
E234,"('close', 'EDRAM', 'pages', 'as', 'soon', 'as', 'possible..', '..', '<*>')",48
E235,"('disable', 'flagging', 'of', 'DDR', ""UE's"", 'as', 'major', 'internal', 'error.0')",47
E236,"('correctable', 'error', 'detected', 'in', 'directory', '<*>', '..', '..', '<*>')",94
E237,"('correctable', 'error', 'detected', 'in', 'EDRAM', 'bank', '<*>', '..', '<*>')",94
E238,"('number', 'of', 'correctable', 'errors', 'detected', 'in', '<*>', 'directories..', '<*>')",47
E239,"('symbol..', '..', '..', '..', '..', '..', '..', '..', '<*>')",47
E240,"('Controlling', 'BG/L', 'rows', '[', '<*>', '<*>', '<*>', '<*>', ']')",20
E241,"('MailboxMonitor::serviceMailboxes(', ')', 'lib_ido_error:', '<*>', 'unexpected', 'socket', 'error:', 'Broken', 'pipe')",1
E242,"('Lustre', 'mount', 'FAILED', ':', '<*>', ':', 'block_id', ':', 'location')",5105
E243,"('data', 'cache', '<*>', 'parity', 'error', 'detected.', 'attempting', 'to', 'correct')",14006
E244,"('ddrSize', '=', '=', '<*>', '||', 'ddrSize', '=', '=', '<*>')",1
E245,"('No', 'power', 'module', '<*>', 'found', 'found', 'on', 'link', 'card')",6
E246,"('ciod:', 'generated', '<*>', 'core', 'files', 'for', 'program', '..', '<*>')",28
E247,"('machine', 'check', 'summary..', '..', '..', '..', '..', '..', '<*>')",56
E248,"('DDR', 'failing', 'info', 'register:', 'DDR', 'Fail', 'Info', 'Register:', '<*>')",29
E249,"('invalid', 'operation', 'exception', '(', 'sqrt)', '..', '..', '..', '<*>')",68
E250,"('Hardware', 'monitor', 'caught', 'java.net.SocketException:', 'Broken', 'pipe', 'and', 'is', 'stopping')",77
E251,"('idoproxy', 'communication', 'failure:', 'BGLERR_IDO_PKT_TIMEOUT', 'connection', 'lost', 'to', 'node/link/service', 'card')",2
E252,"('ciod:', 'Error', 'loading', '/p/gb1/light3/sppm_chkpt/sppm:', 'not', 'a', 'CNK', 'program', 'image')",1024
E253,"('<*>', 'double-hummer', 'alignment', 'exceptions')",295764
E254,"('ciodb', 'has', 'been', 'restarted.')",129
E255,"('data', 'TLB', 'error', 'interrupt')",152734
E256,"('machine', 'state', 'register:', '<*>')",8454
E257,"('core', 'configuration', 'register:', '<*>')",6431
E258,"('<*>', '<*>', '2:1eeeeeee', '<*>')",218
E259,"('<*>', '<*>', '<*>', '<*>')",16284
E260,"('<*>', '13:1eeeeeee', '<*>', '<*>')",156
E261,"('12:fffffefa', '13:1eeeeeee', '<*>', '<*>')",1
E262,"('<*>', '<*>', '18:ffffffff', '<*>')",1
E263,"('<*>', '25:fffffff8', '<*>', '<*>')",1
E264,"('<*>', '<*>', '22:ffffffff', '<*>')",1
E265,"('<*>', '<*>', '18:fffffff8', '<*>')",1
E266,"('<*>', '<*>', '10:ffffffe8', '<*>')",1
E267,"('<*>', '9:afffffff', '<*>', '<*>')",1
E268,"('<*>', '21:ffffffff', '<*>', '<*>')",35
E269,"('<*>', '25:ffffffff', '<*>', '<*>')",1
E270,"('<*>', '<*>', '<*>', 'ctr:0fdfdf1e')",1
E271,"('<*>', '<*>', '<*>', 'ctr:1fdfa09e')",1
E272,"('<*>', '<*>', '<*>', 'ctr:1fdfdb3e')",1
E273,"('<*>', '<*>', '<*>', 'ctr:1fdff99e')",1
E274,"('<*>', '<*>', '<*>', 'ctr:0fdf8c5e')",1
E275,"('<*>', '<*>', '<*>', 'ctr:0fdfac9e')",1
E276,"('<*>', '9:ffffffe0', '<*>', '<*>')",1
E277,"('<*>', '<*>', '<*>', 'ctr:0fdff51e')",1
E278,"('<*>', '<*>', '<*>', 'ctr:0fdffcbe')",1
E279,"('<*>', '<*>', '<*>', '3:ffffffff')",1
E280,"('<*>', '13:1eeeeeee', '14:ffffffff', '15:ffffffff')",39
E281,"('<*>', '<*>', '6:fffbccf0', '<*>')",1
E282,"('20:fffffff4', '<*>', '<*>', '<*>')",2
E283,"('address', 'parity', 'error..', '<*>')",47
E284,"('correctable', 'error..', '..', '<*>')",47
E285,"('<*>', '<*>', '<*>', 'ctr:1fdfae1e')",1
E286,"('<*>', '<*>', '<*>', 'ctr:1fdf8a1e')",1
E287,"('20:ffffffff', '<*>', '<*>', '<*>')",2
E288,"('<*>', 'major', '<*>', 'error')",3
E289,"('Running', 'as', 'background', 'command')",70
E290,"('exception', 'syndrome', 'register:', '<*>')",18013
E291,"('<*>', '5:ffffffff', '<*>', '<*>')",2048
E292,"('<*>', '13:1eeeeeee', '14:ffffffff', '<*>')",2048
E293,"('NodeCard', 'VPD', 'is', 'corrupt')",10
E294,"('Target=', '<*>', 'Message=', 'ScomError')",3
E295,"('<*>', 'Syndrome', '<*>', '<*>')",4
E296,"('DCR', '<*>', ':', '<*>')",130
E297,"('20:ffffffe0', '21:ffffffd0', '<*>', '<*>')",2
E298,"('<*>', '17:fffffff8', '<*>', '<*>')",2
E299,"('iar', '<*>', 'dear', '<*>')",442966
E300,"('floating', 'point', 'unavailable', 'interrupt')",3
E301,"('Machine', 'State', 'Register:', '<*>')",69
E302,"('instruction', 'TLB', 'error', 'interrupt')",1
E303,"('<*>', 'tree', 'receiver', '<*>', 'in', 're-synch', 'state', 'event(', 's)', '(', 'dcr', '<*>', 'detected')",7847
E304,"('idoproxydb', 'has', 'been', 'started:', '$Name:', '<*>', '$', 'Input', 'parameters:', '-enableflush', '-loguserinfo', 'db.properties', 'BlueGene1')",114
E305,"('mmcs_db_server', 'has', 'been', 'started:', '<*>', '--useDatabase', 'BGL', '--dbproperties', '<*>', '--iolog', '/bgl/BlueLight/logs/BGL', '--reconnect-blocks', 'all')",63
E306,"('icache', 'prefetch', 'depth..', '..', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",2389
E307,"('machine', 'check', 'interrupt', '(', 'bit=', '<*>', ':', '<*>', 'dcache', 'unit', 'data', 'parity', 'error')",49
E308,"('size', 'of', 'scratchpad', 'portion', 'of', 'L3..', '..', '..', '..', '<*>', '(', '<*>', '')",48
E309,"('prefetch', 'depth', 'for', 'core', '<*>', '..', '..', '..', '..', '..', '..', '..', '<*>')",96
E310,"('disable', 'write', 'lines', '<*>', '..', '..', '..', '..', '..', '..', '..', '..', '<*>')",48
E311,"('memory', 'manager', 'RMW', 'buffer', 'parity..', '..', '..', '..', '..', '..', '..', '..', '<*>')",47
